household_id,city_id,household_type_en,total_households,total_households_with_car,household_hascar_perc_of_total,cardata_year
1897,380,Couples with cohabiting children,2576,2462,95.57,2017
2022,405,Couples with cohabiting children,1509,1438,95.29,2017
2472,496,Couples with cohabiting children,1415,1359,96.04,2017
3387,96,Couples with cohabiting children,1520,1415,93.09,2018
3442,107,Couples with cohabiting children,2409,2181,90.54,2018
3652,149,Couples with cohabiting children,1092,1041,95.33,2018
3707,160,Couples with cohabiting children,6605,6226,94.26,2018
3747,168,Couples with cohabiting children,1175,1129,96.09,2018
3792,177,Couples with cohabiting children,4662,4403,94.44,2018
4007,220,Couples with cohabiting children,636,613,96.38,2018
4222,263,Couples with cohabiting children,12101,11074,91.51,2018
4792,377,Couples with cohabiting children,5602,5213,93.06,2018
5152,450,Couples with cohabiting children,906,858,94.7,2018
5352,490,Couples with cohabiting children,4592,4172,90.85,2018
5482,516,Couples with cohabiting children,1561,1499,96.03,2018
5492,518,Couples with cohabiting children,3909,3615,92.48,2018
5502,520,Couples with cohabiting children,742,711,95.82,2018
5692,558,Couples with cohabiting children,1720,1548,90.0,2018
5702,560,Couples with cohabiting children,922,799,86.66,2018
5722,564,Couples with cohabiting children,1233,1183,95.94,2018
5757,571,Couples with cohabiting children,2552,2379,93.22,2018
6287,94,Couples with cohabiting children,1759,1675,95.22,2019
6407,118,Couples with cohabiting children,2765,2594,93.82,2019
6687,174,Couples with cohabiting children,993,946,95.27,2019
7027,242,Couples with cohabiting children,1237,1198,96.85,2019
7042,245,Couples with cohabiting children,463,446,96.33,2019
7132,263,Couples with cohabiting children,12125,11106,91.6,2019
7237,284,Couples with cohabiting children,2146,2015,93.9,2019
7727,382,Couples with cohabiting children,1720,1650,95.93,2019
7782,393,Couples with cohabiting children,1599,1529,95.62,2019
8762,7,Couples with cohabiting children,1501,1418,94.47,2020
8862,27,Couples with cohabiting children,1086,1016,93.55,2020
8892,33,Couples with cohabiting children,2020,1923,95.2,2020
9127,80,Couples with cohabiting children,3195,2565,80.28,2020
9252,105,Couples with cohabiting children,949,892,93.99,2020
9957,246,Couples with cohabiting children,738,694,94.04,2020
10367,328,Couples with cohabiting children,373,359,96.25,2020
11252,506,Couples with cohabiting children,989,949,95.96,2020
11932,59,Couples with cohabiting children,5030,4509,89.64,2021
13177,308,Couples with cohabiting children,484,466,96.28,2021
13277,328,Couples with cohabiting children,369,351,95.12,2021
13292,331,Couples with cohabiting children,974,930,95.48,2021
13297,332,Couples with cohabiting children,1038,982,94.61,2021
13487,370,Couples with cohabiting children,1938,1809,93.34,2021
13602,393,Couples with cohabiting children,1536,1477,96.16,2021
13712,416,Couples with cohabiting children,2365,2246,94.97,2021
14252,524,Couples with cohabiting children,1997,1897,94.99,2021
14402,554,Couples with cohabiting children,445,426,95.73,2021
14612,13,Couples with cohabiting children,4522,4199,92.86,2022
14817,54,Couples with cohabiting children,1140,1086,95.26,2022
14897,70,Couples with cohabiting children,14210,10294,72.44,2022
16022,295,Couples with cohabiting children,392,372,94.9,2022
16517,394,Couples with cohabiting children,2557,2415,94.45,2022
16552,401,Couples with cohabiting children,3082,2877,93.35,2022
16782,448,Couples with cohabiting children,5247,4744,90.41,2022
16852,462,Couples with cohabiting children,1206,1127,93.45,2022
17057,503,Couples with cohabiting children,995,956,96.08,2022
17357,563,Couples with cohabiting children,1053,991,94.11,2022
17622,33,Couples with cohabiting children,2080,1990,95.67,2023
17912,91,Couples with cohabiting children,1562,1478,94.62,2023
18017,112,Couples with cohabiting children,1793,1649,91.97,2023
18202,149,Couples with cohabiting children,1051,1006,95.72,2023
18522,213,Couples with cohabiting children,895,865,96.65,2023
18867,282,Couples with cohabiting children,956,897,93.83,2023
19307,370,Couples with cohabiting children,1933,1812,93.74,2023
20082,525,Couples with cohabiting children,1658,1379,83.17,2023
22,5,Couples with cohabiting children,3049,2889,94.75,2017
117,24,Couples with cohabiting children,1134,1073,94.62,2017
187,38,Couples with cohabiting children,10326,9264,89.72,2017
277,56,Couples with cohabiting children,4311,4025,93.37,2017
767,154,Couples with cohabiting children,1663,1572,94.53,2017
867,174,Couples with cohabiting children,981,928,94.6,2017
1042,209,Couples with cohabiting children,1486,1399,94.15,2017
1462,293,Couples with cohabiting children,184,175,95.11,2017
1937,388,Couples with cohabiting children,278,273,98.2,2017
2007,402,Couples with cohabiting children,1468,1386,94.41,2017
2087,419,Couples with cohabiting children,962,903,93.87,2017
2162,434,Couples with cohabiting children,1386,1330,95.96,2017
2382,478,Couples with cohabiting children,2896,2757,95.2,2017
2402,482,Couples with cohabiting children,2104,2009,95.48,2017
2787,559,Couples with cohabiting children,1493,1416,94.84,2017
2932,5,Couples with cohabiting children,3032,2864,94.46,2018
3277,74,Couples with cohabiting children,4867,3692,75.86,2018
3307,80,Couples with cohabiting children,3036,2495,82.18,2018
3737,166,Couples with cohabiting children,2814,2698,95.88,2018
4072,233,Couples with cohabiting children,516,507,98.26,2018
4172,253,Couples with cohabiting children,1281,1242,96.96,2018
4292,277,Couples with cohabiting children,621,602,96.94,2018
4347,288,Couples with cohabiting children,2120,1997,94.2,2018
5337,487,Couples with cohabiting children,6094,5556,91.17,2018
5417,503,Couples with cohabiting children,971,932,95.98,2018
5787,577,Couples with cohabiting children,4200,4000,95.24,2018
5877,12,Couples with cohabiting children,1293,1146,88.63,2019
6027,42,Couples with cohabiting children,3135,2789,88.96,2019
6332,103,Couples with cohabiting children,21339,18725,87.75,2019
6737,184,Couples with cohabiting children,4426,4180,94.44,2019
6792,195,Couples with cohabiting children,3817,3570,93.53,2019
6917,220,Couples with cohabiting children,628,604,96.18,2019
7057,248,Couples with cohabiting children,17594,14951,84.98,2019
7102,257,Couples with cohabiting children,3026,2857,94.42,2019
7147,266,Couples with cohabiting children,6621,5891,88.97,2019
7172,271,Couples with cohabiting children,408,395,96.81,2019
7477,332,Couples with cohabiting children,1050,994,94.67,2019
7747,386,Couples with cohabiting children,3247,3016,92.89,2019
8027,443,Couples with cohabiting children,855,817,95.56,2019
8177,473,Couples with cohabiting children,1541,1453,94.29,2019
8242,486,Couples with cohabiting children,1942,1850,95.26,2019
8407,519,Couples with cohabiting children,4223,3929,93.04,2019
8512,540,Couples with cohabiting children,4153,3912,94.2,2019
8547,547,Couples with cohabiting children,1685,1587,94.18,2019
8792,13,Couples with cohabiting children,4539,4223,93.04,2020
8932,41,Couples with cohabiting children,4590,4261,92.83,2020
9607,176,Couples with cohabiting children,9,9,100.0,2020
9657,186,Couples with cohabiting children,3257,3091,94.9,2020
10177,290,Couples with cohabiting children,1039,950,91.43,2020
10527,360,Couples with cohabiting children,3326,3081,92.63,2020
10567,368,Couples with cohabiting children,3777,3594,95.15,2020
10617,378,Couples with cohabiting children,2276,2132,93.67,2020
10722,399,Couples with cohabiting children,5513,5042,91.46,2020
10792,413,Couples with cohabiting children,1049,993,94.66,2020
11072,470,Couples with cohabiting children,2585,2435,94.2,2020
11367,529,Couples with cohabiting children,1128,1030,91.31,2020
11532,562,Couples with cohabiting children,3137,2977,94.9,2020
11577,571,Couples with cohabiting children,2549,2368,92.9,2020
11587,573,Couples with cohabiting children,1403,1295,92.3,2020
11672,7,Couples with cohabiting children,1492,1408,94.37,2021
11777,28,Couples with cohabiting children,1357,1286,94.77,2021
12087,90,Couples with cohabiting children,1339,1261,94.17,2021
12207,114,Couples with cohabiting children,1191,1114,93.53,2021
12407,154,Couples with cohabiting children,1662,1556,93.62,2021
12477,168,Couples with cohabiting children,1175,1125,95.74,2021
12527,178,Couples with cohabiting children,1274,1224,96.08,2021
12572,187,Couples with cohabiting children,5222,4900,93.83,2021
12612,195,Couples with cohabiting children,3748,3515,93.78,2021
12682,209,Couples with cohabiting children,1420,1341,94.44,2021
13562,385,Couples with cohabiting children,2452,2339,95.39,2021
13797,433,Couples with cohabiting children,845,800,94.67,2021
13822,438,Couples with cohabiting children,1175,1118,95.15,2021
13962,466,Couples with cohabiting children,955,902,94.45,2021
14147,503,Couples with cohabiting children,1013,975,96.25,2021
14177,509,Couples with cohabiting children,3378,3099,91.74,2021
14467,567,Couples with cohabiting children,7670,7104,92.62,2021
14522,578,Couples with cohabiting children,1426,1359,95.3,2021
14622,15,Couples with cohabiting children,1258,1169,92.93,2022
15007,92,Couples with cohabiting children,911,844,92.65,2022
15047,100,Couples with cohabiting children,1126,1075,95.47,2022
15447,180,Couples with cohabiting children,1636,1555,95.05,2022
15457,182,Couples with cohabiting children,3136,2968,94.64,2022
15492,189,Couples with cohabiting children,3256,3099,95.18,2022
15537,198,Couples with cohabiting children,2860,2733,95.56,2022
15697,230,Couples with cohabiting children,461,447,96.96,2022
16042,299,Couples with cohabiting children,696,661,94.97,2022
16402,371,Couples with cohabiting children,6111,5701,93.29,2022
16762,444,Couples with cohabiting children,748,708,94.65,2022
17202,532,Couples with cohabiting children,1205,1142,94.77,2022
17617,32,Couples with cohabiting children,2777,2597,93.52,2023
17782,65,Couples with cohabiting children,1711,1583,92.52,2023
17862,81,Couples with cohabiting children,4006,2370,59.16,2023
17887,86,Couples with cohabiting children,9522,7567,79.47,2023
18022,113,Couples with cohabiting children,763,730,95.67,2023
18167,142,Couples with cohabiting children,2321,2138,92.12,2023
18277,164,Couples with cohabiting children,2031,1915,94.29,2023
18292,167,Couples with cohabiting children,8728,8162,93.52,2023
18317,172,Couples with cohabiting children,8462,7802,92.2,2023
18412,191,Couples with cohabiting children,4187,3937,94.03,2023
18902,289,Couples with cohabiting children,570,555,97.37,2023
19007,310,Couples with cohabiting children,267,232,86.89,2023
19992,507,Couples with cohabiting children,3155,2913,92.33,2023
20162,541,Couples with cohabiting children,1498,1396,93.19,2023
212,43,Couples with cohabiting children,1360,1285,94.49,2017
617,124,Couples with cohabiting children,1714,1654,96.5,2017
657,132,Couples with cohabiting children,1304,1255,96.24,2017
727,146,Couples with cohabiting children,2106,1954,92.78,2017
1097,220,Couples with cohabiting children,650,624,96.0,2017
1267,254,Couples with cohabiting children,508,488,96.06,2017
1682,337,Couples with cohabiting children,1414,1266,89.53,2017
1987,398,Couples with cohabiting children,3156,3019,95.66,2017
2062,413,Couples with cohabiting children,1118,1054,94.28,2017
2217,445,Couples with cohabiting children,1293,1230,95.13,2017
2577,517,Couples with cohabiting children,1040,1004,96.54,2017
2637,529,Couples with cohabiting children,1187,1096,92.33,2017
3422,103,Couples with cohabiting children,21248,18587,87.48,2018
3597,138,Couples with cohabiting children,7211,6506,90.22,2018
4057,230,Couples with cohabiting children,450,439,97.56,2018
4387,296,Couples with cohabiting children,856,821,95.91,2018
4507,320,Couples with cohabiting children,534,504,94.38,2018
4767,372,Couples with cohabiting children,1923,1841,95.74,2018
5247,469,Couples with cohabiting children,2201,2042,92.78,2018
5322,484,Couples with cohabiting children,1456,1379,94.71,2018
5407,501,Couples with cohabiting children,474,458,96.62,2018
5477,515,Couples with cohabiting children,3484,3249,93.25,2018
6167,70,Couples with cohabiting children,14122,10491,74.29,2019
6682,173,Couples with cohabiting children,1680,1606,95.6,2019
6827,202,Couples with cohabiting children,3223,3006,93.27,2019
6842,205,Couples with cohabiting children,1149,1104,96.08,2019
7047,246,Couples with cohabiting children,744,699,93.95,2019
7117,260,Couples with cohabiting children,1403,1233,87.88,2019
7182,273,Couples with cohabiting children,821,800,97.44,2019
7377,312,Couples with cohabiting children,1155,1070,92.64,2019
7897,417,Couples with cohabiting children,3830,3577,93.39,2019
7902,418,Couples with cohabiting children,1414,1312,92.79,2019
8232,484,Couples with cohabiting children,1444,1376,95.29,2019
8562,550,Couples with cohabiting children,1061,1015,95.66,2019
8582,554,Couples with cohabiting children,457,435,95.19,2019
8872,29,Couples with cohabiting children,2428,2304,94.89,2020
9072,69,Couples with cohabiting children,2243,2049,91.35,2020
9147,84,Couples with cohabiting children,6106,4980,81.56,2020
9352,125,Couples with cohabiting children,843,789,93.59,2020
9492,153,Couples with cohabiting children,571,542,94.92,2020
9637,182,Couples with cohabiting children,3198,3036,94.93,2020
9867,228,Couples with cohabiting children,572,556,97.2,2020
10187,292,Couples with cohabiting children,683,653,95.61,2020
10267,308,Couples with cohabiting children,487,463,95.07,2020
10987,453,Couples with cohabiting children,1406,1338,95.16,2020
11162,488,Couples with cohabiting children,2292,2062,89.97,2020
11552,566,Couples with cohabiting children,2490,2347,94.26,2020
11622,580,Couples with cohabiting children,3075,2914,94.76,2020
12332,139,Couples with cohabiting children,645,608,94.26,2021
12542,181,Couples with cohabiting children,1103,1052,95.38,2021
13017,276,Couples with cohabiting children,1024,963,94.04,2021
13252,323,Couples with cohabiting children,381,367,96.33,2021
13272,327,Couples with cohabiting children,1332,1246,93.54,2021
13642,401,Couples with cohabiting children,3078,2868,93.18,2021
14437,561,Couples with cohabiting children,6341,5373,84.73,2021
14552,1,Couples with cohabiting children,1767,1658,93.83,2022
15167,124,Couples with cohabiting children,1718,1644,95.69,2022
15687,228,Couples with cohabiting children,577,558,96.71,2022
16062,303,Couples with cohabiting children,638,592,92.79,2022
